sent,received,amount,date
59,cb185102-a9df-488e-bd2d-86c93edde2a6,d3c5021c-a1ca-48d6-a080-21740f96ec68,83.66,2022-09-21 13:32:58
60,74ad0c31-b61d-4e8f-bcf7-72de4c040c4e,dcc4a0cf-7460-4165-9fb6-7a093ffab612,78.77,2022-04-26 05:13:18
61,0ad32b6f-0802-405e-859f-94dcfdbad953,f6ea45cd-278a-47d3-8147-c8bb1dec5b84,38.35,2022-08-09 01:17:36
62,5a537052-690b-4c2c-a2cf-684f52997b9d,11811e5d-b88d-402c-9e32-d3c38e0fd817,76.96,2022-03-02 01:26:43
63,c54e0ca5-ebcb-49ad-819d-4821a73784f5,b8f30305-49c5-4249-8236-85734e5cdd1e,26.51,2022-01-28 07:00:31
64,f9a0cd17-68b1-4ba8-90eb-1d94c89059b2,6ee38f69-ce44-4d7f-a602-695db90f2fa7,80.84,2022-12-07 10:33:39
65,dfd70b5e-948f-477b-9e17-8f3e67b39e93,a98d4967-7926-4b30-94a9-f4f6ad6c654a,20.08,2022-11-19 08:01:26
66,609e34fe-a6f0-4157-aae2-d34d064a239f,ba6a1561-8700-41de-9595-a7628d4b3e7e,65.85,2022-09-20 23:14:28
67,706e8d0a-cc8a-4d42-a309-45c77bad736a,9121dce2-1916-48aa-8e17-d422265fa184,39.8,2022-06-15 11:26:01
68,b6b555ec-81ba-4df3-b13c-4306c0f0bf9a,6b7aa4fa-de49-4bc7-bf24-62ef14ea2885,94.58,2022-06-19 19:51:10
69,0b6e8d53-00aa-477a-a00b-8a76639d7a09,9c1803eb-4e2b-4d65-a2f3-ea83b8c2e3e5,99.27,2022-04-17 08:58:52
70,b6e906f0-067b-4ddf-9750-30c917d829ad,5c7df1ea-9dad-4345-9123-9c2e0fec70b5,15.07,2022-08-16 09:36:56
71,6ce3924d-72f0-4a0d-8d09-747c288c02a1,1fc558c8-c8fe-4cfd-ada4-14a0251be6f0,13.21,2022-12-30 08:35:11
72,7d50cf81-6534-47a0-b661-721fa2c30cc1,ea63dd0c-2f37-42be-808d-5f55c472bb1a,46.83,2022-03-29 14:21:45
73,33ce2fb2-7d1c-4b18-9cce-132c9506e3b2,168492e1-8f97-4763-8492-95f29671fb69,12.49,2022-05-26 03:37:33
74,7f51fa29-707c-484a-ac6e-7b92df116e76,8dbbf128-0b16-4aff-8808-702e82f1f02c,61.22,2022-08-05 01:42:31
75,bde43e8f-eab2-46d3-8463-35b9edabd4eb,63e87fa6-b480-46c5-a3cc-91c0689c8d6c,34.2,2022-09-15 20:54:45
76,a7769149-28b9-40d3-976e-176837141b3f,202f5101-b127-48a9-a43a-027de978a613,58.33,2022-03-29 05:16:09
77,6ba08311-06db-40fe-abbd-052364e0a5ec,a3b8c198-25d9-45b6-9a8f-cd27b3a6d91c,81.41,2022-02-25 14:08:49
78,905ab473-48a9-41bc-bd4c-32ef7533dac7,91106835-62a3-4678-b93e-7f593da22ff2,41.32,2022-12-03 01:20:22
79,7cd85816-8a77-40f7-ac51-288dd96ac0c0,3eef9f7b-177e-43c3-b88a-84bcc219a771,10.12,2022-03-27 18:04:20
80,989ec90a-e3ba-461b-b181-66c33d1f05cb,8f359c8a-a254-46ae-b6f6-c0885fff396c,49.53,2022-08-14 07:48:12
81,9c646f3c-2674-4f7d-a40a-6a54bf338418,86c2a567-c126-45cb-ae99-28ea9c475c04,96.48,2022-01-05 04:21:02
82,1c18ac4a-a6cd-4ed4-8a76-df7764abb3f1,1a8c85ed-51ce-4206-8acc-b5d44ef45f1f,61.27,2022-12-05 12:27:37
83,0f47fce7-007b-4781-814d-4520c1d99bc0,2be5531f-63ae-4a6f-80a6-bb90b1aa5b8f,19.65,2022-04-28 23:56:20
84,97d512c6-2bdd-4137-aaf3-ab3dddff931e,30023906-2d26-4f13-8d57-844f88621853,63.7,2022-01-13 03:26:40
85,6a3082ba-f578-4715-90ea-ec1afe5ca98f,341eb0f8-6a12-4f25-b589-37f745ea6239,32.24,2022-06-20 22:48:31
86,eb32f594-9167-445d-8461-934d45166029,18a88c35-1483-4888-8026-6114356bf566,93.24,2022-04-18 04:08:19
87,971aa658-ae58-461e-85b2-d29fea3f29e3,4a3763bc-715c-4ad0-b6ec-196319c83495,58.75,2022-05-07 09:57:57
88,0cba712c-506f-4e0b-afa8-afa6cf9eca24,8d483593-5384-4d22-bcc0-1341514d3db5,71.22,2022-01-27 21:11:49
89,348b2e25-2e0a-4d33-aa2f-caf84403d1e3,ea63dd0c-2f37-42be-808d-5f55c472bb1a,38.24,2022-09-07 01:39:11
90,a1ba7258-1b91-4f53-9b91-789ba0a4611b,7b6000f1-b0e2-4ffc-8535-1dc4f8beca45,77.6,2022-05-14 14:11:47
91,b5710d96-411d-4014-ba58-0c40ddafc37b,07c2b42d-2794-49d6-bb19-b34551b50dc2,85.05,2022-04-07 03:11:11
92,4be97b7d-ec4e-429b-9229-6d4a05c0b6e2,af315df6-5cf5-490a-b16b-02663b8e02b3,27.11,2022-11-22 13:37:04
93,e5c7ac73-4d30-4af1-9f62-29148ceeec6d,819238c2-df10-453f-897e-c0947bd3b37f,85.27,2022-10-12 07:29:12
94,7501ed85-62f2-4f6e-9636-51e3a8a17c8b,7443e91a-950f-4509-96e2-1c7305a996cb,87.84,2022-11-12 09:59:12
95,31ab5fd2-e200-41da-baca-abac56520f97,45999935-ecb0-40c0-94f4-fe4ad15584bb,74.58,2022-09-27 03:53:14
96,a3b218f3-d940-4e93-8c9a-a73ab07271a5,533ee1b3-fe16-4023-9a76-80c5f8ad0e77,90.07,2022-05-13 23:37:04
97,f5eb3fe2-cb0e-48be-b039-18526f5cd73c,36a3746a-30ff-48f2-89ac-28e5e61e4b4d,92.18,2022-07-17 17:42:21
98,8aca916e-1816-4be2-bde7-99c181e7135f,0b6907d5-8d5e-41d6-b666-b3d9d7f4732f,78.57,2022-07-25 23:11:26
99,921d87d1-a920-417a-91a7-7aa049d371c5,c9aa621c-51da-4d35-842a-848c6a049532,65.07,2022-07-12 18:32:37
0,471178cf-7460-401f-8310-904a0df2c411,fd4bb376-1a3b-40c9-86a3-d72e977772f2,13.72,2022-07-19 23:24:04
1,6ce150d2-1fd5-4c6c-88d5-3a1be9c86a0a,2e2b9e38-4228-4b1b-93e2-b9d3522ba3f8,11.76,2022-08-30 23:03:26
2,263285e1-7c22-4d57-9614-a547fbdbc0ba,83d7caad-151a-4f86-9592-d2d1d38bb382,17.13,2022-10-09 01:18:10
3,9a07eb1e-aab1-4262-a692-d64d6455bfd0,2a46185b-4fd7-43e8-9dd1-6530f419fdb4,27.54,2022-08-06 05:06:16
4,8dbf703a-a659-4e53-862d-cf967d4eb020,2e2b9e38-4228-4b1b-93e2-b9d3522ba3f8,77.05,2022-07-01 22:35:32
5,c2317e07-6b2e-4381-8f60-ac8435cb0224,0616e7b6-fe79-421b-8f6c-3e702318950c,80.52,2022-06-19 22:47:16
6,5e7ace77-1222-4430-b5b3-8f9e7a77960b,13253cbd-5b14-4188-9fc3-ebf123b6a607,60.72,2022-05-17 01:05:59
7,f9db2d76-958e-4ac1-9170-8240bdf80a47,1304848c-6b6e-4f6f-8cf2-a92986b7e28f,59.23,2022-06-08 22:38:39
8,d04deff2-40ce-4b8c-aaac-dab335cfc4ec,7d6f7885-7156-47e6-bc8c-3c6dcaf0db42,74.81,2022-01-09 00:43:23
9,99557c2f-e09d-439f-b208-d0c492e0f6b6,f6b99bf8-fa5d-42c6-a331-eaa2cb039a52,15.07,2022-07-13 08:18:19
10,2a2880d2-1161-4fb2-942d-d46232f8bca7,f8677a86-6ea6-431d-a33c-3635a5d4c64c,89.8,2022-05-14 14:38:32
11,e7f927af-6120-4786-9a5f-dac80ae0545e,8b7eaf77-1364-4224-b605-ec4a0d2d5881,43.63,2022-07-26 02:26:38
12,2188dd40-9d93-4d37-a769-165726734f04,d3c5021c-a1ca-48d6-a080-21740f96ec68,25.1,2022-10-20 11:33:40
13,dab31deb-f189-457f-a45f-e5195fbd1eb9,819238c2-df10-453f-897e-c0947bd3b37f,61.35,2022-04-27 04:50:34
14,f7f469d2-7228-4cfa-93a2-7769cf850783,f56823a9-a0d1-49ff-8c16-0212a830dc40,20.71,2022-07-09 00:30:42
15,3f8d76fa-8d34-4e94-8512-6a05cbdccf64,6aed9c36-5d7d-4c61-b6e2-26a41cb92aa2,60.0,2022-03-31 04:48:56
16,6d8815ff-bdf5-44ba-8b36-1f1222c4be4a,d1adc40c-b34f-4e16-b5f8-2aedcc9e311a,44.85,2022-09-24 01:35:33
17,e97fdf36-172f-47a8-8104-ed14d255aeb9,7ec4cc97-cd98-4956-b53b-76f969f07709,64.28,2022-06-14 18:28:02
18,634557e7-fec7-4739-afbe-1656913ad6e5,048a0b10-b4b8-4df0-945b-910048508ed4,58.99,2022-09-15 02:45:09
19,00e6e785-e316-4b89-86aa-e55545931dba,2bcc5c8d-e793-4df6-aec2-b3985d29a892,90.0,2022-03-10 23:38:46
20,a2747802-8851-4c22-b383-6a82bcc4f826,f75a9e64-812e-4fad-9fdd-0bc699d26694,70.54,2022-04-27 02:42:05
21,d6d8ee43-0857-4578-98e3-230749fd7da5,db1dbed6-fcbb-40c6-af55-782e81556889,80.57,2022-05-21 05:56:54
22,811dcf8b-736e-4346-a73d-43b0933e4da7,1b867c1c-ae34-4574-baaa-a1c037c8f732,20.95,2022-10-06 03:21:57
23,37b7233f-0eeb-426a-a0c4-159ed06273ed,4dc6a106-7e60-4c6a-9fbe-de07f5c90ab1,10.18,2022-05-07 19:02:09
24,d117ff41-7817-4ec3-be63-ab915935a2fc,9dd2e03a-e682-452c-a8d6-a72d7d86c5f5,61.54,2022-04-29 09:49:10
25,7faae10a-e9a8-425a-910f-4e80282a6bcf,0456b869-72d2-4986-aaa5-41f8dc31e74f,62.29,2022-07-20 00:48:35
26,ec33aea3-8b13-4ec5-9ab7-eb4087ebf6f9,c1f19dac-13b8-445e-a3a6-0762bf6b7901,69.69,2022-11-16 17:58:12
27,274fcdf7-11f2-402d-a852-5a6fab43fcf9,40e7b63a-9f13-4095-9357-697cf61fa0f8,18.14,2022-11-12 11:04:13
28,9252755d-5d89-47db-a5df-9657912d8fd2,713b2c3e-210a-4534-88f9-18f634ff1c96,98.14,2022-11-24 20:45:30
29,0c208abc-2f94-4386-b9a6-b6b3b74cf1c7,0f3afd6b-6957-4839-b35f-6e09bcf4df10,27.36,2022-02-02 13:31:08
30,c9610900-451e-4cf6-991a-d0eccdc6b451,a98d4967-7926-4b30-94a9-f4f6ad6c654a,87.88,2022-10-08 06:52:21
31,f3afd47f-8cca-41ca-b2bf-da637b27120b,cac200b1-f381-4d2f-abba-661659943824,85.35,2022-02-21 03:18:54
32,28f4a456-42bd-4e10-a037-9832fc349d42,c809eeb0-9482-45e5-bcb4-439ea6572ad1,99.36,2022-04-26 22:40:17
33,4c50983a-caf3-4121-96e2-6f1bc2750e4a,a3109620-a600-405d-b238-2d1cb75c87c3,79.72,2022-10-26 23:10:46
34,b0ed0c43-928f-433d-ad6d-4fb4436b1ac6,53abafae-bb04-4610-a486-ba66f5939946,87.91,2022-02-16 04:16:28
35,69f3405c-b51f-4323-b856-36356bfd4f6a,0ae9d0cc-d5b8-40a8-a253-997318e13ead,50.18,2022-11-01 10:21:44
36,fbc6592d-ecbb-4acb-a4ce-f6c9624d4118,37f62fc4-b516-4a4f-8c79-7a55957a63b3,81.57,2022-06-12 01:45:11
37,75b47b8a-72a6-4eb1-89a4-771af3c08b48,8fd0d237-981f-42cd-abe8-5588800d9d39,54.98,2022-07-03 05:20:28
38,c701016c-174a-4516-86cc-66f7945a1529,93a70a38-3351-4e78-9da6-50e6c60b6ea8,48.62,2022-09-26 05:40:53
39,dbff599f-7dfe-4061-a579-4c8719f739f5,e8c35495-ab7d-47fc-9d5d-d3812fe592f0,44.16,2022-10-04 03:12:09
40,2208688d-2704-4842-bec7-e1e56a0e22e0,80b5211b-2e1a-4c00-b00e-0e07cd574642,91.31,2022-08-03 09:52:47
41,74d942eb-5470-4430-9773-7de839e21cdd,96c3c5de-1d34-4d4e-972c-ceb71b8a194c,83.91,2022-03-01 14:40:11
42,00d39e2b-804f-4e08-bee3-63c0c891fb91,b2e72a81-daec-4f61-a576-5ce70b77278a,82.67,2022-05-21 03:23:33
43,04c6530c-e3da-40a3-af23-e29f2601be93,7d6f7885-7156-47e6-bc8c-3c6dcaf0db42,88.98,2022-02-07 10:17:25
44,a8370f8a-ed11-4b8f-aac5-aba00d53fefa,8dc6f16d-3baa-4059-b564-a3e8c9b9e208,15.75,2022-11-13 14:02:30
45,d92f7263-2b00-4970-b8bb-58c64bcdc786,934c0f5c-ce21-4908-870e-b84bb90084f0,34.96,2022-01-07 01:17:32
46,98e9f612-425d-45a1-8bb3-b5248063ff9d,b13cade3-d180-4693-abd7-0f5c90862230,38.37,2022-07-25 13:42:21
47,fabdb512-c7c0-44fb-882a-38d871d409f3,f6ffbc69-5a7c-4785-a3eb-93769b1d85c4,23.62,2022-03-16 22:52:44
48,9258715e-6d20-4a58-ad45-257c6b46552e,d2026a36-436e-4e20-9427-56f4f1d98195,20.47,2022-06-27 09:18:23
49,50981b7b-0a67-46db-868d-9e064e824b01,9d09fc21-e533-471e-852e-3ffb106fec95,42.3,2022-06-16 13:08:34
50,c99d2cde-f548-4fbd-b2ef-6167407a9704,a4923e94-c7be-4c96-8e1e-62770f3800fb,88.26,2022-08-30 15:52:32
51,bb911768-afe3-4520-94de-50196b87594a,e75a740b-a900-445b-adc3-84f5ebca2ce9,68.17,2022-05-04 04:55:28
52,7647d996-43a0-4860-b1c2-f7f027d59148,f16f1672-a4db-460b-8157-6fb198ac8c0c,99.47,2022-03-27 17:17:33
53,4e87bd01-c908-4351-b076-d866065cf237,40e7b63a-9f13-4095-9357-697cf61fa0f8,86.7,2022-01-09 09:05:38
54,22100ae5-debc-41a3-b992-0d8bf1eeafd3,2a46185b-4fd7-43e8-9dd1-6530f419fdb4,47.4,2022-03-11 17:53:13
55,6dedc896-88de-4337-8e44-255ed779de3b,a3c9f3de-a688-426b-9a6f-97fc637e0ffe,72.2,2022-11-17 22:43:34
56,82fdde8c-9079-42b8-a80c-3ef83961f8e4,cf4636cc-bcb1-4c59-95a9-1efbb4a4cebd,86.15,2022-10-06 23:37:45
57,a9ec3104-1597-42b3-adf3-07038b622af7,e03112cf-03a3-4450-b749-001c0fc3436a,87.28,2022-12-22 17:06:20
58,c2cbba85-0567-4b09-a2df-22309af9ffc2,25f27783-52a3-4ab0-884e-3f68f44397f8,93.47,2022-10-22 14:33:49
59,deefa526-15d1-4db2-b76c-e0ce37a4e9c8,1a03a6ed-6119-47e7-af65-8de14872a3b2,94.54,2022-02-17 17:26:52
60,5c4985b6-0471-401c-a097-f16a741293c7,53abafae-bb04-4610-a486-ba66f5939946,48.14,2022-04-28 16:57:17
61,d0e181f0-ec91-41c3-8580-c7197ab9fc9d,8dbc360f-8f60-4e11-916b-3f1b2f8b7932,57.82,2022-05-19 19:12:22
62,ad480d38-e08f-4600-acc6-51aee61d44a0,fd2509d1-97d3-459a-b169-19dfc28355d7,80.35,2022-06-17 18:26:57
63,854c24e8-e4ff-4fc5-9abf-176f9e8294ab,94bb595c-cb00-4467-badc-cce53035678b,70.95,2022-08-07 11:54:22
64,fd903b8c-3a52-4eea-b1fc-0c399b5f7797,af028dd4-7838-45bf-ad38-f60bb5157638,34.73,2022-09-26 04:56:22
65,1cd6e98b-76b2-472b-b4f9-83603d8d3e92,d434304a-2b8e-42a2-a317-4508807546b9,40.38,2022-12-06 09:07:24
66,e4603bc8-39a5-4cbf-b6d8-3a148993a254,0022b3f3-23c7-4c6d-96fc-ddf8d765977f,35.51,2022-04-09 22:24:38
67,be9d028b-2681-4f52-a36b-abac54b6b5f8,55cb5b34-a697-406f-af42-b74cbdab04a0,46.47,2022-04-09 04:10:07
68,ccdb89e5-5d75-48cc-97a9-23ffad7c4efc,30c0f084-0b8b-49f3-91ed-985674f64a12,35.96,2022-05-31 12:11:30
69,77880258-208f-48d6-9271-c4ecd03864d3,45e0f322-426a-46b2-a361-0cb0f3347d68,55.4,2022-05-14 05:55:30
70,e6c4e101-29af-4c9a-81c4-d727e0c121b6,45e0f322-426a-46b2-a361-0cb0f3347d68,94.84,2022-05-24 17:27:02
71,59c3cb92-f16a-4af0-b917-436f573836ed,85184b27-1097-48e3-abd7-88ef5430744a,46.89,2022-04-01 11:42:41
72,c90baf0c-79f1-4dca-8eec-034aacd75cad,fddea8ba-f05d-4dcf-935e-c140f5e8bde3,95.2,2022-05-22 21:52:24
73,910ac7b6-4b0b-4e59-9922-cdb61617edbb,8e435dc9-a492-4f13-9872-c714cea8687a,57.21,2022-03-08 00:15:13
74,c0a0b0b7-e981-4262-a123-4e54e3838b6e,4655fa65-46f9-458f-81e0-3db2042f227f,92.19,2022-03-27 13:10:42
75,4dca756f-a389-4b16-8208-a2021e37a11f,71785742-0ed5-4bcb-854c-b60b6429bbcb,42.17,2022-01-02 01:52:23
76,81e4aa98-9b92-4df7-9b8f-e38444c435f3,65d00fae-df8c-4fdd-8901-872fa54bddb9,96.34,2022-06-24 07:02:18
77,9e8d620a-b559-47b4-9786-923a47d2ab53,4bba9cab-070c-4580-9b34-648a44b35a0f,14.01,2022-06-27 02:30:37
78,f9d3e6e2-acdc-4371-a774-9d2d8896837a,c99a77b0-8177-403a-865f-a8ee04fa7e0b,91.07,2022-05-22 12:08:23
79,f0c4e4df-ec31-4776-8154-04bfe0767a78,236d620c-502d-4c1d-b07e-0136020eded3,74.25,2022-12-04 00:52:12
80,06b3538f-85f4-4ced-9cfc-a56174df935b,97b09be8-b3d8-4c0a-bd20-eafe922f9b0c,49.73,2022-02-07 12:50:12
81,c2a4fa08-3fc8-4829-ab27-d404ba4fd67b,c16cc97a-f5b3-41af-8e4e-c506a3b716e8,77.52,2022-01-25 03:48:05
82,f934d7e3-6b76-4b12-8c76-aac98b3ead7f,00b84d62-6f34-42c6-8a38-1053e00c7a2c,68.47,2022-07-16 17:00:27
83,c07e5698-afd4-4eda-b328-d36d26e5a7cc,d75d3b97-fc3c-4f2d-b1ff-4227e9bfa452,53.53,2022-05-05 02:15:32
84,d34733e5-62cf-4de4-8d7d-b0f10bd7689e,0cd7b3b7-c9b0-490e-b252-049713409da8,51.35,2022-12-01 21:45:15
85,aa9a06f6-767e-45b3-bb77-910be46b3ff3,eb138676-5f89-4488-b1f5-9e14303bb979,41.63,2022-08-19 12:44:45
86,48a91043-8466-4f1f-acac-3840329d28b6,3eb38180-0c73-4fa6-a29e-71fe30dc34f4,52.51,2022-02-07 11:10:56
87,cf91e02c-0bac-4c06-b068-666071c6fd5c,e32ff2c7-d118-4278-904c-413c0843df63,76.64,2022-05-19 19:34:43
88,e929c8b3-ea0f-4a46-ad3c-2bbf493eb68b,795eff70-f460-4552-b4af-18441c73e67b,16.94,2022-02-19 11:13:30
89,b7ad8f2b-3220-4607-ac3a-a503ca2d38f8,7b6000f1-b0e2-4ffc-8535-1dc4f8beca45,85.17,2022-07-28 16:05:12
90,167ce76a-3e22-4995-b6d9-2530a6e36ed1,d2026a36-436e-4e20-9427-56f4f1d98195,94.46,2022-08-04 05:52:54
